nombre,grado,calificacion,asistencia,conducta
Estudiante_1788,Primero,12.62,93.29,16
Estudiante_1789,Quinto,13.32,51.61,18
Estudiante_1790,Cuarto,14.98,82.19,11
Estudiante_1791,Segundo,14.37,88.15,17
Estudiante_1792,Quinto,7.51,87.97,17
Estudiante_1793,Primero,10.14,94.3,11
Estudiante_1794,Tercero,16.29,86.45,13
Estudiante_1795,Quinto,13.1,96.39,20
Estudiante_1796,Quinto,11.93,66.63,16
Estudiante_1797,Tercero,9.42,75.16,20
Estudiante_1798,Quinto,10.26,50.7,13
Estudiante_1799,Primero,7.43,50.35,13
Estudiante_1800,Primero,13.2,62.01,15
Estudiante_1801,Tercero,11.7,55.04,19
Estudiante_1802,Cuarto,10.6,63.01,15
Estudiante_1803,Segundo,13.3,58.85,19
Estudiante_1804,Cuarto,14.59,51.43,12
Estudiante_1805,Quinto,19.78,95.47,18
Estudiante_1806,Segundo,8.96,50.41,19
Estudiante_1807,Tercero,16.98,86.8,20
Estudiante_1808,Tercero,16.42,57.61,11
Estudiante_1809,Segundo,11.16,95.61,15
Estudiante_1810,Primero,14.11,94.64,16
Estudiante_1811,Segundo,12.13,82.7,18
Estudiante_1812,Quinto,14.06,83.61,12
Estudiante_1813,Primero,18.03,50.27,19
Estudiante_1814,Tercero,15.32,99.24,12
Estudiante_1815,Segundo,15.03,93.89,16
Estudiante_1816,Cuarto,12.21,94.76,13
Estudiante_1817,Cuarto,9.05,82.96,17
Estudiante_1818,Quinto,12.87,67.24,16
Estudiante_1819,Cuarto,17.12,94.68,14
Estudiante_1820,Segundo,8.92,64.58,16
Estudiante_1821,Segundo,10.33,78.14,12
Estudiante_1822,Cuarto,13.88,54.99,11
Estudiante_1823,Segundo,10.55,96.1,15
Estudiante_1824,Quinto,11.12,57.04,11
Estudiante_1825,Primero,12.23,61.24,12
Estudiante_1826,Quinto,9.4,77.91,15
Estudiante_1827,Quinto,10.58,88.2,14
Estudiante_1828,Segundo,15.61,80.97,17
Estudiante_1829,Primero,9.58,61.61,18
Estudiante_1830,Segundo,8.71,50.05,20
Estudiante_1831,Tercero,11.61,87.86,12
Estudiante_1832,Segundo,15.7,99.26,19
Estudiante_1833,Segundo,12.91,90.5,12
Estudiante_1834,Segundo,12.11,73.01,12
Estudiante_1835,Primero,13.63,95.19,15
Estudiante_1836,Segundo,8.26,70.49,10
Estudiante_1837,Primero,14.98,76.25,16
Estudiante_1838,Cuarto,14.65,73.86,10
Estudiante_1839,Tercero,12.27,72.38,14
Estudiante_1840,Primero,16.52,88.76,19
Estudiante_1841,Cuarto,10.12,76.34,17
Estudiante_1842,Primero,16.88,65.84,13
Estudiante_1843,Primero,13.96,62.91,14
Estudiante_1844,Tercero,12.49,51.89,13
Estudiante_1845,Quinto,13.44,79.16,13
Estudiante_1846,Quinto,13.18,61.5,17
Estudiante_1847,Primero,17.16,57.41,11
Estudiante_1848,Segundo,10.27,82.69,10
Estudiante_1849,Cuarto,11.21,84.06,12
Estudiante_1850,Segundo,16.61,87.61,18
Estudiante_1851,Segundo,11.71,75.18,13
Estudiante_1852,Primero,16.2,94.7,19
Estudiante_1853,Primero,18.6,96.82,14
Estudiante_1854,Primero,12.29,90.37,11
Estudiante_1855,Primero,15.54,81.78,13
Estudiante_1856,Quinto,10.04,65.19,11
Estudiante_1857,Primero,15.76,99.15,11
Estudiante_1858,Quinto,14.1,63.71,13
Estudiante_1859,Quinto,14.92,60.13,15
Estudiante_1860,Primero,11.56,72.11,16
Estudiante_1861,Tercero,8.52,52.84,19
Estudiante_1862,Cuarto,15.01,98.92,12
Estudiante_1863,Segundo,7.31,79.42,12
Estudiante_1864,Quinto,12.55,77.85,19
Estudiante_1865,Cuarto,16.32,82.79,15
Estudiante_1866,Tercero,14.08,74.85,12
Estudiante_1867,Segundo,19.35,51.6,11
Estudiante_1868,Segundo,16.58,80.62,17
Estudiante_1869,Quinto,11.54,85.81,14
Estudiante_1870,Primero,13.58,70.84,10
Estudiante_1871,Tercero,13.36,87.86,12
Estudiante_1872,Quinto,8.75,61.35,19
Estudiante_1873,Tercero,10.68,61.06,17
Estudiante_1874,Primero,11.82,58.07,13
Estudiante_1875,Primero,7.39,68.6,16
Estudiante_1876,Quinto,13.64,92.35,19
Estudiante_1877,Primero,12.75,91.4,11
Estudiante_1878,Cuarto,8.48,69.14,16
Estudiante_1879,Segundo,14.71,79.46,14
Estudiante_1880,Quinto,15.65,86.04,14
Estudiante_1881,Tercero,14.18,62.06,15
Estudiante_1882,Cuarto,12.53,58.41,18
Estudiante_1883,Quinto,15.27,98.6,15
Estudiante_1884,Primero,15.54,80.88,17
Estudiante_1885,Primero,14.42,99.07,16
Estudiante_1886,Primero,11.03,66.89,18
Estudiante_1887,Primero,14.33,85.15,13
Estudiante_1888,Tercero,17.09,61.13,11
Estudiante_1889,Cuarto,11.71,63.06,16
Estudiante_1890,Segundo,19.79,75.6,15
Estudiante_1891,Tercero,11.92,65.98,10
Estudiante_1892,Tercero,13.6,58.38,20
Estudiante_1893,Segundo,11.48,63.14,18
Estudiante_1894,Segundo,14.17,51.79,18
Estudiante_1895,Primero,8.27,85.22,11
Estudiante_1896,Tercero,11.86,74.61,12
Estudiante_1897,Quinto,10.22,54.71,14
Estudiante_1898,Segundo,13.91,58.58,14
Estudiante_1899,Segundo,16.48,55.13,10
Estudiante_1900,Cuarto,15.44,80.63,17
Estudiante_1901,Quinto,6.39,54.71,17
Estudiante_1902,Quinto,19.63,87.71,13
Estudiante_1903,Segundo,14.39,51.03,16
Estudiante_1904,Primero,11.17,62.47,20
Estudiante_1905,Cuarto,13.97,94.53,19
Estudiante_1906,Quinto,14.03,85.93,12
Estudiante_1907,Segundo,11.5,53.65,15
Estudiante_1908,Quinto,14.09,91.06,19
Estudiante_1909,Cuarto,11.68,74.65,19
Estudiante_1910,Cuarto,12.29,92.34,18
Estudiante_1911,Tercero,11.44,80.04,10
Estudiante_1912,Segundo,9.2,84.09,14
Estudiante_1913,Cuarto,13.94,99.68,13
Estudiante_1914,Tercero,15.26,61.62,17
Estudiante_1915,Tercero,15.04,81.2,20
Estudiante_1916,Quinto,15.96,73.02,10
Estudiante_1917,Quinto,14.47,51.97,18
Estudiante_1918,Tercero,11.9,50.72,15
Estudiante_1919,Quinto,16.02,55.96,13
Estudiante_1920,Cuarto,9.43,82.45,18
Estudiante_1921,Primero,10.8,78.36,20
Estudiante_1922,Cuarto,10.61,77.67,14
Estudiante_1923,Tercero,16.74,51.59,14
Estudiante_1924,Tercero,16.33,73.47,14
Estudiante_1925,Cuarto,14.96,96.23,10
Estudiante_1926,Quinto,16.72,69.88,10
Estudiante_1927,Quinto,10.86,81.25,17
Estudiante_1928,Tercero,14.55,88.99,17
Estudiante_1929,Segundo,13.12,89.2,15
Estudiante_1930,Quinto,16.04,75.96,20
Estudiante_1931,Cuarto,13.15,92.9,13
Estudiante_1932,Quinto,12.35,69.57,11
Estudiante_1933,Cuarto,15.12,94.43,11
Estudiante_1934,Tercero,16.13,62.01,18
Estudiante_1935,Quinto,11.49,64.01,14
Estudiante_1936,Cuarto,13.32,52.66,13
Estudiante_1937,Tercero,10.32,89.78,19
Estudiante_1938,Segundo,6.01,70.85,10
Estudiante_1939,Cuarto,14.1,61.46,16
Estudiante_1940,Segundo,15.33,61.59,12
Estudiante_1941,Segundo,14.29,95.07,15
Estudiante_1942,Primero,7.65,91.7,14
Estudiante_1943,Quinto,12.45,77.68,14
Estudiante_1944,Cuarto,6.84,80.81,20
Estudiante_1945,Segundo,17.61,73.72,14
Estudiante_1946,Primero,10.24,69.58,10
Estudiante_1947,Tercero,17.27,95.77,10
Estudiante_1948,Cuarto,16.34,56.28,12
Estudiante_1949,Segundo,10.8,70.92,19
Estudiante_1950,Quinto,10.1,67.23,13
Estudiante_1951,Primero,14.55,74.91,14
Estudiante_1952,Segundo,10.97,72.88,11
Estudiante_1953,Quinto,13.81,75.94,17
Estudiante_1954,Segundo,12.05,57.0,20
Estudiante_1955,Cuarto,8.16,75.66,20
Estudiante_1956,Cuarto,6.81,62.12,11
Estudiante_1957,Cuarto,14.18,59.22,18
Estudiante_1958,Primero,11.82,53.24,11
Estudiante_1959,Cuarto,11.84,88.13,18
Estudiante_1960,Quinto,15.59,71.37,16
Estudiante_1961,Segundo,17.02,81.33,17
Estudiante_1962,Tercero,12.68,86.38,20
Estudiante_1963,Quinto,12.48,83.97,11
Estudiante_1964,Quinto,15.0,73.53,16
Estudiante_1965,Cuarto,9.43,69.39,15
Estudiante_1966,Primero,14.17,68.8,13
Estudiante_1967,Segundo,15.16,82.0,16
Estudiante_1968,Primero,15.54,74.74,13
Estudiante_1969,Segundo,7.69,92.46,11
Estudiante_1970,Segundo,11.22,93.74,19
Estudiante_1971,Primero,10.87,58.53,16
Estudiante_1972,Quinto,13.8,56.81,17
Estudiante_1973,Segundo,14.94,81.52,11
Estudiante_1974,Primero,17.99,65.06,14
Estudiante_1975,Segundo,12.02,50.93,10
Estudiante_1976,Tercero,12.01,94.43,16
Estudiante_1977,Quinto,16.95,61.35,17
Estudiante_1978,Cuarto,14.39,96.46,15
Estudiante_1979,Segundo,17.3,85.87,14
Estudiante_1980,Tercero,14.37,88.13,15
Estudiante_1981,Cuarto,10.03,60.07,11
Estudiante_1982,Cuarto,9.5,61.71,10
Estudiante_1983,Segundo,8.85,76.06,16
Estudiante_1984,Primero,15.49,58.6,16
Estudiante_1985,Segundo,17.07,65.27,19
Estudiante_1986,Tercero,19.05,66.07,20
Estudiante_1987,Cuarto,16.03,57.98,19
Estudiante_1988,Segundo,16.99,60.26,11
Estudiante_1989,Primero,11.76,89.43,11
Estudiante_1990,Segundo,10.03,58.36,10
Estudiante_1991,Quinto,16.05,51.42,19
Estudiante_1992,Primero,14.75,81.47,17
Estudiante_1993,Tercero,13.82,98.8,17
Estudiante_1994,Cuarto,14.66,66.56,10
Estudiante_1995,Segundo,14.47,55.93,20
Estudiante_1996,Primero,17.35,78.52,17
Estudiante_1997,Quinto,17.38,95.32,18
Estudiante_1998,Primero,15.13,89.2,13
Estudiante_1999,Quinto,16.04,81.13,10
Estudiante_2000,Tercero,15.04,65.75,10
Estudiante_2001,Cuarto,12.12,77.09,12
Estudiante_2002,Tercero,15.77,54.56,14
Estudiante_2003,Segundo,9.32,83.95,14
Estudiante_2004,Primero,16.66,86.25,18
Estudiante_2005,Quinto,9.92,98.25,19
Estudiante_2006,Quinto,14.36,63.02,11
Estudiante_2007,Primero,10.96,50.92,11
Estudiante_2008,Primero,15.16,77.28,15
Estudiante_2009,Segundo,13.4,85.34,18
Estudiante_2010,Tercero,8.72,89.52,10
Estudiante_2011,Quinto,14.76,59.69,18
Estudiante_2012,Segundo,11.77,63.09,18
Estudiante_2013,Tercero,16.14,75.63,18
Estudiante_2014,Segundo,13.5,66.53,14
Estudiante_2015,Quinto,14.69,93.03,18
Estudiante_2016,Primero,10.63,73.69,20
Estudiante_2017,Primero,11.73,89.98,13
Estudiante_2018,Tercero,12.12,79.03,11
Estudiante_2019,Cuarto,16.07,88.65,15
Estudiante_2020,Tercero,18.53,66.63,13
Estudiante_2021,Cuarto,11.08,91.57,15
Estudiante_2022,Segundo,16.73,63.73,12
Estudiante_2023,Segundo,6.99,77.3,15
Estudiante_2024,Quinto,9.92,60.7,11
Estudiante_2025,Cuarto,10.62,73.78,11
Estudiante_2026,Quinto,9.44,65.91,18
Estudiante_2027,Primero,8.75,63.34,16
Estudiante_2028,Cuarto,14.74,98.35,12
Estudiante_2029,Tercero,12.86,58.0,20
Estudiante_2030,Primero,14.64,89.37,10
Estudiante_2031,Primero,15.57,99.21,17
Estudiante_2032,Tercero,14.3,51.0,15
Estudiante_2033,Primero,15.47,84.95,16
Estudiante_2034,Cuarto,13.29,62.65,18
Estudiante_2035,Quinto,9.94,52.02,14
Estudiante_2036,Primero,16.67,70.14,10
Estudiante_2037,Cuarto,11.73,96.76,19
Estudiante_2038,Segundo,10.69,50.59,16
Estudiante_2039,Cuarto,12.97,79.39,14
Estudiante_2040,Quinto,10.76,75.07,12
Estudiante_2041,Cuarto,12.25,93.67,18
Estudiante_2042,Tercero,14.53,54.2,10
Estudiante_2043,Quinto,14.55,84.08,10
Estudiante_2044,Segundo,10.81,84.01,10
Estudiante_2045,Tercero,12.04,83.45,12
Estudiante_2046,Cuarto,16.72,97.12,15
Estudiante_2047,Quinto,14.99,91.15,19
Estudiante_2048,Segundo,19.73,52.1,20
Estudiante_2049,Tercero,17.04,73.55,12
Estudiante_2050,Segundo,16.93,69.9,17
Estudiante_2051,Cuarto,9.34,65.51,19
Estudiante_2052,Segundo,15.79,72.57,11
Estudiante_2053,Primero,13.34,69.21,18
Estudiante_2054,Tercero,11.85,71.62,12
Estudiante_2055,Segundo,14.0,98.96,14
Estudiante_2056,Cuarto,16.34,54.43,19
Estudiante_2057,Cuarto,15.0,96.11,17
Estudiante_2058,Segundo,10.86,74.01,11
Estudiante_2059,Cuarto,15.73,81.19,15
Estudiante_2060,Quinto,11.59,91.51,14
Estudiante_2061,Quinto,14.15,68.02,19
Estudiante_2062,Quinto,12.59,71.52,18
Estudiante_2063,Primero,12.84,70.48,14
Estudiante_2064,Segundo,15.8,68.74,11
Estudiante_2065,Primero,10.38,96.28,14
Estudiante_2066,Cuarto,19.34,91.45,13
Estudiante_2067,Primero,8.04,55.45,20
Estudiante_2068,Cuarto,11.71,55.41,16
Estudiante_2069,Cuarto,14.61,71.39,15
Estudiante_2070,Tercero,15.25,54.93,11
Estudiante_2071,Quinto,13.2,80.95,20
Estudiante_2072,Cuarto,13.33,57.18,20
Estudiante_2073,Tercero,14.73,76.12,14
Estudiante_2074,Quinto,12.81,50.36,16
Estudiante_2075,Cuarto,17.68,65.83,20
Estudiante_2076,Cuarto,16.02,83.86,16
Estudiante_2077,Primero,16.12,74.2,14
Estudiante_2078,Primero,10.6,98.91,18
Estudiante_2079,Quinto,13.26,93.71,13
Estudiante_2080,Cuarto,12.6,67.95,20
Estudiante_2081,Segundo,10.48,52.27,12
Estudiante_2082,Primero,14.58,92.28,13
Estudiante_2083,Quinto,11.89,95.56,14
Estudiante_2084,Cuarto,15.47,91.03,15
Estudiante_2085,Cuarto,10.29,56.4,12
Estudiante_2086,Segundo,18.66,99.9,11
Estudiante_2087,Quinto,10.81,62.93,13
Estudiante_2088,Cuarto,14.16,86.21,14
Estudiante_2089,Primero,15.88,95.4,13
Estudiante_2090,Segundo,11.79,61.78,20
Estudiante_2091,Quinto,16.06,95.41,12
Estudiante_2092,Segundo,9.81,65.47,17
Estudiante_2093,Primero,17.86,98.82,19
Estudiante_2094,Quinto,13.54,64.06,13
Estudiante_2095,Segundo,11.71,97.67,11
Estudiante_2096,Tercero,12.6,52.68,11
Estudiante_2097,Primero,15.93,85.46,10
Estudiante_2098,Primero,11.75,76.61,13
Estudiante_2099,Primero,11.25,73.89,19
Estudiante_2100,Tercero,12.84,61.17,18
Estudiante_2101,Tercero,9.97,85.28,20
Estudiante_2102,Cuarto,18.96,59.54,16
Estudiante_2103,Segundo,11.8,77.64,19
Estudiante_2104,Cuarto,15.99,62.66,16
Estudiante_2105,Segundo,14.13,97.78,16
Estudiante_2106,Tercero,10.55,51.43,17
Estudiante_2107,Tercero,13.48,59.99,10
Estudiante_2108,Cuarto,15.85,62.12,19
Estudiante_2109,Quinto,12.94,70.7,19
Estudiante_2110,Cuarto,17.08,61.64,17
Estudiante_2111,Segundo,16.56,74.57,13
Estudiante_2112,Cuarto,16.26,93.62,13
Estudiante_2113,Primero,12.12,85.6,13
Estudiante_2114,Segundo,10.26,79.0,15
Estudiante_2115,Segundo,11.66,54.45,16
Estudiante_2116,Quinto,14.09,84.7,15
Estudiante_2117,Tercero,15.14,58.32,10
Estudiante_2118,Segundo,6.99,89.32,17
Estudiante_2119,Tercero,13.48,62.5,19
Estudiante_2120,Cuarto,13.97,70.85,20
Estudiante_2121,Primero,12.67,67.52,16
Estudiante_2122,Quinto,17.37,92.94,15
Estudiante_2123,Tercero,14.77,56.33,15
Estudiante_2124,Segundo,17.43,78.28,14
Estudiante_2125,Tercero,12.85,57.1,15
Estudiante_2126,Segundo,16.31,85.24,18
Estudiante_2127,Tercero,18.41,95.25,19
Estudiante_2128,Segundo,17.44,71.73,18
Estudiante_2129,Cuarto,10.22,74.4,19
Estudiante_2130,Segundo,12.74,96.37,17
Estudiante_2131,Segundo,12.46,76.05,19
Estudiante_2132,Primero,14.97,74.38,18
Estudiante_2133,Segundo,15.56,78.92,19
Estudiante_2134,Primero,10.98,84.46,17
Estudiante_2135,Quinto,13.7,55.34,17
Estudiante_2136,Primero,7.44,91.06,10
Estudiante_2137,Cuarto,17.83,71.78,19
Estudiante_2138,Primero,11.96,53.62,20
Estudiante_2139,Quinto,13.67,89.31,14
Estudiante_2140,Cuarto,12.57,68.85,13
Estudiante_2141,Tercero,16.94,55.02,11
Estudiante_2142,Tercero,4.99,81.69,17
Estudiante_2143,Primero,13.45,94.01,12
Estudiante_2144,Primero,13.18,94.39,13
Estudiante_2145,Quinto,12.14,97.88,16
Estudiante_2146,Quinto,18.68,93.39,19
Estudiante_2147,Segundo,10.84,50.11,18
Estudiante_2148,Quinto,15.82,69.01,11
Estudiante_2149,Segundo,14.57,90.93,12
Estudiante_2150,Cuarto,17.28,68.31,13
Estudiante_2151,Primero,11.5,80.08,19
Estudiante_2152,Cuarto,11.3,80.32,10
Estudiante_2153,Quinto,16.79,68.25,16
Estudiante_2154,Cuarto,14.78,95.22,11
Estudiante_2155,Cuarto,8.87,75.16,14
Estudiante_2156,Cuarto,11.88,73.24,10
Estudiante_2157,Quinto,14.66,99.88,12
Estudiante_2158,Cuarto,16.01,74.68,11
Estudiante_2159,Segundo,11.46,58.92,10
Estudiante_2160,Quinto,4.76,75.65,16
Estudiante_2161,Cuarto,15.07,90.7,14
Estudiante_2162,Quinto,9.84,88.84,10
Estudiante_2163,Tercero,7.45,89.43,15
Estudiante_2164,Segundo,5.0,85.4,14
Estudiante_2165,Cuarto,15.94,62.71,12
Estudiante_2166,Tercero,13.89,93.1,16
Estudiante_2167,Tercero,12.82,94.67,20
Estudiante_2168,Quinto,17.67,59.71,19
Estudiante_2169,Tercero,15.41,56.52,18
Estudiante_2170,Segundo,18.35,98.78,18
Estudiante_2171,Segundo,9.32,93.42,18
Estudiante_2172,Primero,13.4,94.66,11
Estudiante_2173,Segundo,8.65,94.32,12
Estudiante_2174,Tercero,12.81,77.08,16
Estudiante_2175,Segundo,12.75,82.32,14
Estudiante_2176,Quinto,15.38,77.27,11
Estudiante_2177,Primero,13.64,52.56,12
Estudiante_2178,Tercero,15.37,87.28,19
Estudiante_2179,Primero,15.61,75.27,15
Estudiante_2180,Tercero,19.96,82.39,16
Estudiante_2181,Quinto,12.55,75.13,18
Estudiante_2182,Primero,10.68,74.59,10
Estudiante_2183,Cuarto,14.24,58.59,20
Estudiante_2184,Tercero,11.09,63.94,16
Estudiante_2185,Cuarto,17.95,57.94,17
Estudiante_2186,Primero,12.65,59.78,12
Estudiante_2187,Cuarto,11.8,98.65,13
Estudiante_2188,Cuarto,12.09,57.66,19
Estudiante_2189,Primero,15.66,63.46,15
Estudiante_2190,Quinto,13.03,79.53,19
Estudiante_2191,Cuarto,11.57,80.51,16
Estudiante_2192,Cuarto,18.5,57.7,13
Estudiante_2193,Quinto,10.93,89.69,17
Estudiante_2194,Cuarto,13.61,89.26,14
Estudiante_2195,Cuarto,15.46,61.87,10
Estudiante_2196,Cuarto,8.61,64.43,13
Estudiante_2197,Segundo,14.94,96.9,12
Estudiante_2198,Quinto,10.33,91.28,18
Estudiante_2199,Cuarto,15.97,84.89,17
Estudiante_2200,Quinto,10.61,54.11,10
Estudiante_2201,Tercero,15.58,70.91,20
Estudiante_2202,Tercero,16.82,77.97,15
Estudiante_2203,Cuarto,16.08,59.37,18
Estudiante_2204,Quinto,14.25,72.41,16
Estudiante_2205,Quinto,12.81,80.05,13
Estudiante_2206,Quinto,11.77,66.37,10
Estudiante_2207,Segundo,17.91,89.05,11
Estudiante_2208,Tercero,11.4,92.02,14
Estudiante_2209,Quinto,10.39,66.18,20
Estudiante_2210,Quinto,15.5,91.93,14
Estudiante_2211,Segundo,11.11,55.18,17
Estudiante_2212,Segundo,10.65,91.89,15
Estudiante_2213,Quinto,9.17,57.64,17
Estudiante_2214,Primero,12.05,54.15,11
Estudiante_2215,Quinto,13.25,82.09,12
Estudiante_2216,Quinto,14.23,73.6,15
Estudiante_2217,Segundo,16.35,95.39,19
Estudiante_2218,Segundo,15.08,68.16,12
Estudiante_2219,Quinto,12.93,64.36,15
Estudiante_2220,Quinto,12.91,75.04,15
Estudiante_2221,Quinto,15.03,72.8,11
Estudiante_2222,Segundo,17.32,67.22,16
Estudiante_2223,Quinto,13.88,84.69,11
Estudiante_2224,Quinto,12.09,87.98,15
Estudiante_2225,Cuarto,10.52,92.65,10
Estudiante_2226,Primero,9.16,98.64,12
Estudiante_2227,Tercero,15.5,63.33,11
Estudiante_2228,Primero,15.23,85.8,16
Estudiante_2229,Cuarto,15.23,69.71,13
Estudiante_2230,Tercero,13.11,83.85,17
Estudiante_2231,Quinto,17.72,73.8,15
Estudiante_2232,Cuarto,12.05,99.69,19
Estudiante_2233,Quinto,16.37,86.45,13
Estudiante_2234,Segundo,13.38,97.62,14
Estudiante_2235,Cuarto,11.67,91.75,18
Estudiante_2236,Segundo,15.28,95.15,16
Estudiante_2237,Cuarto,14.73,90.72,19
Estudiante_2238,Cuarto,14.57,72.96,18
Estudiante_2239,Segundo,13.74,62.59,16
Estudiante_2240,Tercero,13.39,68.52,10
Estudiante_2241,Primero,20.0,51.01,17
Estudiante_2242,Quinto,17.05,76.2,13
Estudiante_2243,Cuarto,15.67,75.25,12
Estudiante_2244,Quinto,13.84,76.26,16
Estudiante_2245,Segundo,16.52,98.7,12
Estudiante_2246,Quinto,15.05,95.57,17
Estudiante_2247,Segundo,13.58,58.09,15
Estudiante_2248,Quinto,12.59,68.44,14
Estudiante_2249,Primero,13.26,71.2,13
Estudiante_2250,Primero,3.99,68.03,17
Estudiante_2251,Primero,14.13,89.92,17
Estudiante_2252,Primero,12.03,76.2,10
Estudiante_2253,Primero,18.28,78.6,18
Estudiante_2254,Primero,13.56,92.65,14
Estudiante_2255,Segundo,9.93,90.3,13
Estudiante_2256,Cuarto,13.35,56.61,15
Estudiante_2257,Quinto,10.36,85.7,15
Estudiante_2258,Primero,14.92,71.77,11
Estudiante_2259,Segundo,14.37,64.73,17
Estudiante_2260,Segundo,16.37,52.5,16
Estudiante_2261,Segundo,11.13,74.36,10
Estudiante_2262,Cuarto,13.6,67.77,14
Estudiante_2263,Quinto,9.4,62.58,15
Estudiante_2264,Cuarto,15.6,84.73,13
Estudiante_2265,Tercero,15.06,88.47,11
Estudiante_2266,Segundo,14.99,62.24,13
Estudiante_2267,Tercero,13.5,52.47,10
Estudiante_2268,Primero,14.74,92.44,16
Estudiante_2269,Primero,18.31,50.5,11
Estudiante_2270,Cuarto,12.64,96.86,11
Estudiante_2271,Quinto,13.92,81.38,18
Estudiante_2272,Tercero,10.24,66.09,14
Estudiante_2273,Quinto,10.9,62.32,11
Estudiante_2274,Cuarto,13.79,50.45,20
Estudiante_2275,Primero,16.81,61.77,18
Estudiante_2276,Quinto,12.73,56.89,18
Estudiante_2277,Quinto,12.79,80.61,10
Estudiante_2278,Primero,12.28,58.33,20
Estudiante_2279,Tercero,11.9,76.43,12
Estudiante_2280,Primero,14.38,79.51,13
Estudiante_2281,Quinto,9.01,64.9,16
Estudiante_2282,Tercero,17.34,51.75,19
Estudiante_2283,Tercero,11.5,51.86,13
Estudiante_2284,Primero,15.67,51.32,11
Estudiante_2285,Quinto,9.69,86.96,16
Estudiante_2286,Cuarto,15.51,65.9,15
Estudiante_2287,Quinto,15.52,89.82,12
Estudiante_2288,Segundo,14.65,71.59,15
Estudiante_2289,Cuarto,10.52,72.65,20
Estudiante_2290,Tercero,14.25,75.64,15
Estudiante_2291,Cuarto,9.95,85.65,14
Estudiante_2292,Tercero,12.74,63.68,13
Estudiante_2293,Tercero,16.59,56.08,19
Estudiante_2294,Cuarto,15.89,77.8,10
Estudiante_2295,Tercero,13.55,66.35,19
Estudiante_2296,Tercero,10.58,72.12,15
Estudiante_2297,Segundo,15.44,82.35,11
Estudiante_2298,Quinto,13.56,74.71,12
Estudiante_2299,Quinto,6.54,81.01,17
Estudiante_2300,Segundo,15.85,77.21,19
Estudiante_2301,Cuarto,13.43,86.99,15
Estudiante_2302,Primero,17.11,85.3,12
Estudiante_2303,Primero,10.21,76.71,16
Estudiante_2304,Primero,3.97,83.95,13
Estudiante_2305,Segundo,14.34,93.68,18
Estudiante_2306,Segundo,14.37,71.61,14
Estudiante_2307,Tercero,8.43,70.64,12
Estudiante_2308,Primero,10.56,88.21,11
Estudiante_2309,Cuarto,20.0,79.13,20
Estudiante_2310,Cuarto,12.58,53.55,11
Estudiante_2311,Primero,15.69,94.61,12
Estudiante_2312,Primero,11.55,51.54,11
Estudiante_2313,Primero,7.23,87.42,13
Estudiante_2314,Segundo,12.99,87.94,11
Estudiante_2315,Segundo,12.7,97.66,19
Estudiante_2316,Segundo,12.3,52.71,18
Estudiante_2317,Quinto,13.16,79.84,11
Estudiante_2318,Cuarto,14.29,71.39,18
Estudiante_2319,Cuarto,13.05,66.53,15
Estudiante_2320,Tercero,9.71,54.52,10
Estudiante_2321,Segundo,14.96,78.13,13
Estudiante_2322,Quinto,7.65,73.95,10
Estudiante_2323,Quinto,7.35,55.23,15
Estudiante_2324,Cuarto,15.72,80.62,13
Estudiante_2325,Segundo,15.02,86.9,12
Estudiante_2326,Tercero,13.33,88.36,12
Estudiante_2327,Segundo,9.31,95.27,18
Estudiante_2328,Primero,11.38,70.47,15
Estudiante_2329,Segundo,12.71,97.65,18
Estudiante_2330,Primero,8.71,93.27,14
Estudiante_2331,Primero,11.28,64.83,11
Estudiante_2332,Tercero,15.46,57.96,17
Estudiante_2333,Cuarto,17.78,71.77,14
Estudiante_2334,Segundo,12.24,70.09,11
Estudiante_2335,Primero,15.77,78.79,13
Estudiante_2336,Segundo,7.76,79.17,18
Estudiante_2337,Cuarto,15.48,87.5,13
Estudiante_2338,Cuarto,11.09,75.49,13
Estudiante_2339,Quinto,14.42,55.24,11
Estudiante_2340,Cuarto,12.76,92.91,15
Estudiante_2341,Tercero,17.46,65.49,20
Estudiante_2342,Primero,10.88,98.56,11
Estudiante_2343,Quinto,15.38,55.89,16
Estudiante_2344,Tercero,12.66,97.91,12
Estudiante_2345,Segundo,13.03,54.55,12
Estudiante_2346,Primero,12.95,61.55,14
Estudiante_2347,Cuarto,10.96,52.33,12
Estudiante_2348,Primero,13.46,85.26,11
Estudiante_2349,Segundo,13.31,92.51,19
Estudiante_2350,Quinto,14.22,71.7,18
Estudiante_2351,Quinto,13.75,96.43,11
Estudiante_2352,Quinto,15.89,79.51,20
Estudiante_2353,Cuarto,16.27,81.5,11
Estudiante_2354,Tercero,10.35,92.27,17
Estudiante_2355,Tercero,16.11,64.84,18
Estudiante_2356,Primero,9.94,67.71,16
Estudiante_2357,Cuarto,15.26,95.3,12
Estudiante_2358,Quinto,15.36,95.05,18
Estudiante_2359,Quinto,7.77,98.82,12
Estudiante_2360,Segundo,13.78,95.09,14
Estudiante_2361,Segundo,12.09,56.37,18
Estudiante_2362,Quinto,11.22,91.19,12
Estudiante_2363,Quinto,17.55,70.49,16
Estudiante_2364,Cuarto,11.54,99.54,10
Estudiante_2365,Tercero,11.08,73.61,13
Estudiante_2366,Segundo,13.73,77.69,13
Estudiante_2367,Tercero,15.56,76.49,16
Estudiante_2368,Cuarto,13.08,66.09,17
Estudiante_2369,Quinto,17.0,53.75,10
